n_orders_in_system,n_express_orders_pct,avg_due_date_tightness,fraction_already_late,zone_utilization_avg,zone_utilization_std,bottleneck_zone,avg_remaining_proc_time,std_remaining_proc_time,throughput_last_30min,breakdown_flag,n_broken_stations,lunch_break_flag,surge_multiplier,batch_pending_flag,avg_priority_weight,max_tardiness_so_far,sla_breach_rate_current,disruption_intensity,queue_imbalance,job_mix_entropy,time_pressure_ratio,pct_type_A,pct_type_B,pct_type_C,pct_type_D,pct_type_E,count_type_A,count_type_B,count_type_C,count_type_D,count_type_E,job_type_encoded,proc_time_next_station,remaining_proc_time,time_to_due,time_in_system,critical_ratio,station_queue_at_next,priority_score
1507.0,0.09688121825456619,-55.00580978393555,0.544966459274292,0.5130067467689514,0.34067466855049133,0.9879075884819031,33.3160514831543,9.040444374084473,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4966442584991455,405.06878662109375,0.295634925365448,0.2750000059604645,2.200796604156494,2.2322869300842285,0.62684565782547,0.183892622590065,0.30201342701911926,0.24496644735336304,0.17114093899726868,0.09798657894134521,274.0,450.0,365.0,255.0,146.0,4.0,0.0,0.0,-45.38764572143555,105.38764953613281,999.0,0.0,0.8959170828657477
1507.0,0.09688121825456619,-55.00580978393555,0.544966459274292,0.5130067467689514,0.34067466855049133,0.9879075884819031,33.3160514831543,9.040444374084473,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4966442584991455,405.06878662109375,0.295634925365448,0.2750000059604645,2.200796604156494,2.2322869300842285,0.62684565782547,0.183892622590065,0.30201342701911926,0.24496644735336304,0.17114093899726868,0.09798657894134521,274.0,450.0,365.0,255.0,146.0,4.0,0.0,0.0,-77.86611938476562,137.86611938476562,999.0,0.0,1.0
1507.0,0.09688121825456619,-55.00580978393555,0.544966459274292,0.5130067467689514,0.34067466855049133,0.9879075884819031,33.3160514831543,9.040444374084473,0.0,1.0,2.0,0.0,1.2999999523162842,0.0,1.4966442584991455,405.06878662109375,0.295634925365448,0.2750000059604645,2.200796604156494,2.2322869300842285,0.62684565782547,0.183892622590065,0.30201342701911926,0.24496644735336304,0.17114093899726868,0.09798657894134521,274.0,450.0,365.0,255.0,146.0,0.0,0.0,0.0,-251.30841064453125,371.30841064453125,999.0,0.0,0.9166666666666667
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,4.0,0.0,0.0,-316.6804504394531,376.6804504394531,999.0,0.0,1.0
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-332.2248840332031,452.2248840332031,999.0,0.0,0.7889210826003663
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-345.0,465.0,999.0,0.0,0.8903641538813885
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,4.0,0.0,0.0,-212.76600646972656,272.7659912109375,999.0,0.0,1.0
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,4.0,0.0,0.0,-0.49430570006370544,60.49430465698242,999.0,0.0,1.0
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-435.0,555.0,999.0,0.0,0.9166666666666667
1458.0,0.07544581592082977,-49.910430908203125,0.5443828105926514,0.5005119442939758,0.3316601514816284,0.9776297211647034,33.996273040771484,8.75466251373291,0.0,1.0,1.0,0.0,1.2999999523162842,0.0,1.4436893463134766,350.59710693359375,0.21568627655506134,0.17499999701976776,2.231121778488159,2.2044904232025146,0.6095700263977051,0.1768377274274826,0.3051317632198334,0.25034675002098083,0.19140082597732544,0.07628294080495834,255.0,440.0,361.0,276.0,110.0,0.0,0.0,0.0,-355.98724365234375,475.98724365234375,999.0,0.0,0.6666666666666667
